"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Brunoniella","Brunoniella pumilio","Prostrate to weakly ascending herb, more or less glabrous; branches flattened and/or grooved. Leaves elliptic to obovate, 5-25 mm long, 3-12 mm wide, apex obtuse, base cuneate, margins entire or slightly undulate, upper surface dark green, sometimes with linear cystoliths, lower surface paler; petiole 1-5 mm long. Flowers usually paired in upper axils, more or less sessile; bracteoles 3-5 mm long; sepals linear-lanceolate, 7-16 mm long, acuminate; corolla blue or mauve, tube 9-11 mm long, lobes 5-10 mm long; ovules 5 per cell. Capsule 12-17 mm long; seeds ellipsoid, c. 2 mm long, c. 1 mm wide. Flowers Oct.-Jun."," prostrate to weakly ascending herb, more or less glabrous; ","perennial","inferred_from_genus","","","herb","herb","","","","","decumbent prostrate","ascending prostrate","herbaceous","inferred_from_growth_form","VIC_flora"
"Bryophyllum","Bryophyllum delagoense","Erect, smooth, succulent perennial, herb, with pink to grey stems. Fl. yellow-red."," erect, smooth, succulent perennial, herb. ","perennial","perennial","","","herb","herb","","","","","erect","erect","herbaceous","inferred_from_growth_form","Florabase_short"
"Bryophyllum","Bryophyllum delagoense","Description: Herb to 1 m high, slender and erect with simple stems suckering at the base, stems cylindrical, pinkish brown or greyish. Leaves linear, ± cylindrical, 2.5-15 cm long, notched towards apex where plantlets are produced, lamina spotted violet-brown. Flowers in a corymbose cluster. Calyx tubular, 5-10 mm long. Corolla tube to 30 mm long, lobes obovate and about a third as long, salmon-coloured to scarlet."," herb to 1 m high, ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Bryophyllum","Bryophyllum delagoense","Herb to c. 1.5 m tall; stems ± erect, cylindrical, glabrous, mottled violet-brown, sometimes suckering from the base. Leaves opposite or in whorls of 3, linear, 2.5-15 cm long, ± cylindric, grooved towards apex, reddish-green to grey-green with violet-brown spots; margins notched towards apex where plantlets develop; petiole not distinguished from lamina. Flowers pendulous, in dense corymbose cymes; calyx 8-16 mm long, connate into a tube for less than half its length; corolla 20-40 mm long, lobes obovate, c. one third the length of tube, reddish-orange, pink or scarlet. Flowers winter-spring."," herb to circa 1.5 m tall; ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Bryophyllum","Bryophyllum pinnatum","Description: Glaucous shrub 0.3-2 m high, little-branched, suckering at the base, stems cylindrical. Leaves elliptic, 5-25 cm long, 2-7 cm wide, crenate, lower ones simple, upper ones often pinnate with leaflets elliptic. Inflorescence paniculate. Calyx papery and much-inflated, 25-40 mm long. Corolla reddish, to twice as long as the calyx. Escape from cultivation, not common. Probably native of Afr."," glaucous shrub 0.3-2 m high, little-branched, ","perennial","inferred_from_genus","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Bursaria","Bursaria spinosa","Variable shrubs or small trees to 10 m high; bark dark grey, platelets. Juvenile and intermediate stages: scruffy shrubs; spinescent shoots numerous, 8-10 mm long; leaves clustered, stem-clasping, narrowly obovate, 8-12 mm long, 3 mm wide; margins dentate; petioles 1-1.5 mm long. Adult stages eventually becoming trees, spinescent short shoots rare; leaves alternate, sessile, narrowly obovate, 23-43 mm long, 5-9mm wide; margins thick, entire; apices rounded or slightly emarginate with mucro; glabrescent. Inflorescences: adult stages andromonoecious; leafy, pyramidal panicles of pedicellate (4-6 mm long), whitish, regular bisexual and staminate flowers. Bracts and sepals to 1.5 mm long fused only at the base and then spreading, often shed before anthesis. Petals  4-6 mm long, spreading from the base. Staminate flowers in lower branches with reduced pistils. Fruit: numerous capsules, wider than long, 5-7 mm long, 7-9 mm diam., flattened, base slightly stalked, cordate, persisting on the branches well after seed shed. Seeds 2-6, flat, 5 mm long, 3 mm wide, with distinct wings.Peak flowering is usually early to mid-summer although occasional flowers can appear throughout the year."," variable shrubs or small trees to 10 m high; juvenile and intermediate stages: scruffy shrubs; adult stages eventually becoming trees, spinescent short shoots rare; ","perennial","inferred_from_growth_form","","","shrub tree","shrubs trees","","","","","","","woody","inferred_from_growth_form","Flora_of_Australia"
"Bursaria","Bursaria spinosa","Description: Shrub or small to medium tree to 10 m high; branches almost glabrous, usually spinose. Adult leaves often clustered at nodes, becoming alternate, linear to narrowly ovate, to obovate or cuneate, usually (4-) 20-43 mm long, 3-12 mm wide; margin thick, slightly down-turned; apex rounded to slightly notched with mucro; leaf surface often glabrous or almost so, or lower surface hairy. Inflorescences terminal pyramidal panicles 10-25 cm long, or occasionally in axillary clusters. Flowers numerous, aromatic, bisexual.  Sepals c. 1 mm long, caducous or persistent to anthesis. Petals usually 3-6 mm long, 1-2 mm wide, white or cream-coloured. Capsule flattened, purse-like, 4-10 mm long, 6-9 mm wide; base slightly stalked; apex truncate or notched, style persistent."," shrub or small to medium tree to 10 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Bursaria","Bursaria spinosa","Description: Low densely branched shrub or tree 1-12 m tall; branches unarmed or with terminal and lateral thorns; leaves solitary or clustered, sessile, linear to lanceolate or ovate to obovate, 4-35 x 1-15 ram, often toothed, upper and lower surfaces glabrous; mid-vein depressed above, prominent below.Inflorescence axillary clusters of flowers or axillary or terminal racemes or panicles, 2.5-40 x 2-20 mm; bracts leaf-like, 17-40 x 3-17 mm; sepals persistent or deciduous, ciliate and sparsely pubescent; petals white, 3-7 x 1-3 mm, 3-veined, glabrous; ovary glabrous to sparsely hairy.Capsule orbicular, elliptic, 5-7 x 7-9 mm, apiculate by the persistent style, glabrous, pale- to dark-brown; seeds dark-brown, flat, reniform to orbicular, 3-4 x 2-3 mm, reticulate."," low densely branched shrub or tree 1-12 m tall; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","SA_flora"
"Bursaria","Bursaria spinosa","Low shrub or tree up to c. 8 m high; branches variously spinescent, spines c. 1 cm long, young stems sometimes pubescent. Leaves alternate, those subtending spines often clustered, linear, narrowly ovate, elliptic, or broadly obovate, (4-)20-43 mm long, 2-10 mm wide; both surfaces glabrous or the upper surface glabrescent and densely pubescent below; margins entire or shallowly toothed; apex obtuse, rounded or emarginate. Inflorescence a slender to pyramidal panicle usually c. 3-12 cm long, up to 8 cm long and wide; flowers white or cream; sepals ovate or triangular, 0.5-2 mm long, caducous; petals oblong to narrowly obovate, c. 3-8 mm long; stamens subequal to petals; ovary plus style shortly exceeded by stamens. Capsule obovate to broadly obovate or obcordate, 4-8 mm long, 5-10 mm wide, brown, glabrous; seeds reniform, brown, flat, c. 3-4 mm long."," low shrub or tree up to circa 8 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","VIC_flora"
"Caesia","Caesia parviflora","Rhizome branched; roots clustered, ±fleshy-fibrous or narrowly tuberous. Leaves to 40 cm long; lamina 1-8 mm wide, arched, often complicate; sheath ±scarious. Inflorescence 10-55 cm tall; axis slender, 1-few-branched; lower bracts to 20 cm long; clusters 2-6-flowered, the lowest subtended by short subulate bracts to 10 mm long; upper bracts subulate, down to 1.8 mm long; pedicels slender, 3-10 mm long. Perianth segments narrowly elliptic, 3-8.5 mm long, greenish white to blue. Stamens to 4.5 mm long; anthers 0.5-1 mm long; filaments fusiform. Capsule strongly 3-lobed, to 5 mm wide. Seed 1.3-2.3 mm wide; testa granulate and sparsely tuberculate, dull.","  ","perennial","inferred_from_genus","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Caesia","Caesia parviflora","Description: Tufted, glabrous herbaceous perennial; rhizome branched; roots clustered, ± fleshy-fibrous or narrow-tuberous. Leaves to 40 cm long, 1-8 mm wide; sheath ± scarious. Inflorescence 10-55 cm high; axis slender, few-branched; lower bracts to 20 cm long; flowers in clusters of 2-6, the lowest subtended by short subulate bracts to 1 cm long; upper bracts subulate, down to 1.8 mm long; pedicels slender, 3-10 mm long. Tepals narrow-elliptic, 3-8.5 mm long, greenish white to blue. Stamens to 4.5 mm long; anthers 0.5-2.1 mm long; filaments fusiform. Capsule strongly 3-lobed, to 5 mm diam.; seeds 1.3-2.3 mm diam., granulate, sparsely tuberculate, dull."," tufted, glabrous perennial herb; ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Caesia","Caesia parviflora","Description: Leaves grass-like; linear or narrowly lanceolate.Inflorescence an erect raceme or few-branched panicle with ascending branches; flowers several in the axil of each of the scattered bracts; perianth 4-6 mm long, a pale lavender-blue to whitish; ovules 2 in each cell.Capsule usually 1-seeded, 3-lobed, dehiscent.","  ","","","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Caesia","Caesia parviflora","Plants tufted. Roots fibrous-fleshy to narrowly tuberous. Leaves linear, flat to somewhat folded, ascending, drooping at tips, to c. 40 cm long, 1-8 mm wide. Inflorescence erect, 10-75 cm tall, axis 1-several-branched, with leafy bracts. Flowers clustered in bract axils, 5-15 mm wide, greenish-white to blue; perianth segments spreading, longer than stamens. Capsule to 5 mm wide. Seed 1.3-2.3 mm diam."," Plants tufted. ","perennial","inferred_from_genus","","","herb","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Callistemon","Callistemon linearifolius","Description: Shrub c. 3-4 m high. Leaves linear to linear-lanceolate, mostly 8-10 cm long and 5-7 mm wide, rarely up to 14 cm long and 12 mm wide, apex acute, margins thickened, lateral veins distinct. Spikes usually 9-10 cm long, c. 50 mm diam., not leafy; rachis pubescent at flowering. Filaments red. Capsules c. 7 mm diam."," shrub circa 3-4 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Callistemon","Callistemon linearis","Description: Stiff shrub to c. 3 m high. Leaves linear, 4-10 cm long, 1-3 mm wide, channelled or sometimes flat, margins thickened, thick, scabrous on lower surface, lateral veins inconspicuous. Spikes usually 5-10 cm long, mostly 45-50 mm, occasionally to 60 mm diam.; rachis and hypanthia pubescent at first. Filaments c. 20-25 mm long, pale red; anthers dark. Capsules c. 7 mm diam."," stiff shrub to circa 3 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Callistemon","Callistemon linearis","Stiff shrub 0.6-5 m high; bark hard, fibrous. Leaves linear, linear-elliptic or linear-obovate, 3.3-13 cm long, 1-7 mm wide, channelled or flat, acute, margins thickened, marginal veins obscure, oil glands distinct. Flower spikes 5-10 cm long, 4-6 cm wide; axis hairy or glabrescent; hypantium 3.4-4.9 mm long, hairy or glabrescent; stamens 15-30 mm long, filaments bright to pale red, anthers reddish or yellow. Capsules 3.8-8.2 mm long, 7-10 mm wide. Flowers Oct.-Jan."," stiff shrub 0.6-5 m high; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","VIC_flora"
